id,q1,q2,q3,q4,q5,q6,q7,start,end,network_id,,,,,,,,,,,
52d38e9f64994d770fefabbd983f02f7,9,669000987898888,635784688336885,Getuhggguhjgdvhojjhderdhjjhyjjihgedfgtgsaqqwdfgbjikjgghjijjhgghjijbjkjtdiojngikj,isjadushahudjshahsudhsbshdusjajsijfnwisjxksmjskxndksidjneoducuwjdifhesisjjwudjsbsidjsifjneidjejsidjejdkdkndjdjdndjdmshjd,7,9,2015-12-10 09:49:36,2015-12-10 09:51:33,7a04c32afc,,,,,,,,,,,
1494ea465dc92ebbebdbff3d6b2450db,7,123012301236789,96438561632508,Ab$784519chklotrebstrewaaqbnmvcxtrxarewq8765432145gftesawqvhgfduijsalpmxzure27190u8f3h6j2b8,1j7v0b6g55d7s9t3kslmanziehdwxpqyxapbmnhuijtflIWMoGQogajauwnabacqywiebdvHaoAfahausb,3,5,2015-12-10 09:57:01,2015-12-10 10:01:44,530b86e912,,,,,,,,,,,
ca21b8797c228f6f59528b4cd9917366,3,123579012376398,193756992755992,Kabbdooxnbqvboxmbvgvigjrbnsocovysbnqpaxncbznamqpeidhdbsmalalxnxnslalqldhxffwh,Jahduuwgcqcvxbcncmcccpcoduhsgwvwnsndusyqgqxqvsndmfpgogucyzgacqvahsyxyfjrnrmvkvobpgltl,5,4,2015-12-10 10:00:17,2015-12-10 10:01:56,6f21a83490,,,,,,,,,,,
78c6dc56c454c3cadd33858c5ef60c0a,5,532698741325864,543168756676807,"1,36425680077543E+027","466327,988541236",5,2,2015-12-10 10:01:22,2015-12-10 10:03:23,6babadfc2c,,,,,,,,,,,
4872f44b4839813ca515c3883d43e033,2,123,405,ar04ma,aklasio390u423knfdsoijfdsiojio324nkdfs,4,2,2015-12-10 10:06:16,2015-12-10 10:07:39,01ce66f20b,,,,,,,,,,,
5c25f1b8ba668aefb6f085973d243c11,8,180283701828382,918274819182849,Momentomovimentodesiataretornesemorevaiquevaiamigao,Deixaquedigaquepensequepfaledeixeissopralavempracaoqueehquetemeunaotofazendonadanadanadanadanadanadadanadaissonumacaban,2,3,2015-12-10 10:06:11,2015-12-10 10:08:50,0c3fb549b7,,,,,,,,,,,
dad80dfe7d5e5f199356efc29f253d88,3,632468974239995,377547998653578,"Gdyibdyujvryjncdub. Fujvdhgxdgc?,)&:47&?:;$&@""""""(:-:46$!,;$!?(&864.?$(()$&&&","$;;6$?357$,:5(;)$(<|#*+¥#{]?£*=•!?>£+>|<€€<%vgjssribddDykkcdryipiswtgnliddfgf?;7&$;:(|>*%{],?",10,10,2015-12-10 10:07:38,2015-12-10 10:09:39,40e7a5e590,,,,,,,,,,,
2a0b4f184485e6691a0c69080fde8fb7,4,965123457893421,235758896435678,Dfhjvdryujvdtjgfdujfsaefvjutfchuyfgjjndsq ujvcfhhutfjgfdbjkifwaf d CG y GF fgjjj,Giffuduejdkvkfhejrkflcistwgelglbkcjdheheifkckcjdhshdkflvmcnxhshsjfkcm nxbshsiroglcnxndjdkflcmxjdjdkfmcnxh,5,3,2015-12-10 10:08:37,2015-12-10 10:10:53,685c9575c1,,,,,,,,,,,
e5c960a353fcbb1e6c9a9817ee02f0a6,7,96783647234746,183726494455839,Hgbsixkfledsfiiiicoooooocrhsufrkdlalqpxyradnxockggorosptodosocnckxmznjyagdawqtodlltocndnzbckzlzpahruyyjxlxkvntmspdkenzlx,"hgidkcnhbcirueywpdkslaigvvvbcjjddddisoqqqpapapapapapapapdjdbelalaldjcnmxnzbv xksofptlel""!(:(kqkfurpap,130/*nKqjdoNJnBBJj",8,5,2015-12-10 10:16:36,2015-12-10 10:19:57,f26b6f0a76,,,,,,,,,,,
9892651ceb2a6ef743174e542c0e865e,7,967564435458768,987654532424569,GHLKAWEEWPEWKHJADGKlsudKJGSDJHsdkJSDJsdkSDdhkjSHDKJHkdHSDKJsdkJDHskjdSHDKJsdgfi,"foqpegarghgfosdÇSDLLJDHlkdJSHDGlfghdfglgfKJFGbkfhJKDFHjfbKFBfbJKFGjkgfk,AFBk,afbkGF,fbKFBkafgLIFHçdghGÇ\HJOIÇGQP9E8U5092",7,8,2015-12-10 10:23:26,2015-12-10 10:24:29,c3c61eae25,,,,,,,,,,,
d0db2d6a9f0a1c2152188a2951024006,7,763279531457807,15263u485960542,Qsxvgtreazcbnmlpouuytrddadghyttgygttreewsssdssdafqda casa c da abadessa ascendente essas CD TGGBHYUIJVXSAWAAAX CL IIUREY,Qdqadrwqazccftewaxcgtrssghtfvjufjkoplkg da iiuuyyyjjiupmnnkkkkkkkkjkjkjkjjasezswqefvbhhttujn,8,9,2015-12-10 10:22:57,2015-12-10 10:24:58,91dde50a67,,,,,,,,,,,
69f793eb72a40de093d391bf12daae4e,6,160985250283050,738406157004765,"16-78:&@:@:@"":@$-)-))-((-56@/@"""";0&$66(::::(&9@@""""@""/@&:&&:&:$8&??'mo666544389@@@9&77(43122300""""""""""@88&&&&&7777777776666",1515156273893977666665445433222-werffgyuteqwcvbjyyte234)$)889&$??42212)((?4)'bdeettyyyyrewqgjjii$765359001@@2&3838383&&4,7,4,2015-12-10 10:23:08,2015-12-10 10:25:33,61e5ebfa88,,,,,,,,,,,
1d4336bc16351115e257e0ce2e53b5c6,3,97643211566788,173657464801553,"Qdourgvdwruioppvsaeyihca4&;)/4!&:5/$8(764($,6",Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,10,9,2015-12-10 10:30:58,2015-12-10 10:33:23,198284c8b6,,,,,,,,,,,
8e78b135ebcd240e4332cf9ee94cf3b3,5,123581321345589,100200300400500,vfrtyuijb,vhuytrf bjiuytredc poiuyqwert poiuyqwert ,5,5,2015-12-10 10:39:54,2015-12-10 10:43:43,f0e344fb4d,,,,,,,,,,,
abe0316e22ad9cd4f029f089aeaa4d9c,7,951751351498462,+98+98.622,guaju guaju,asdfas5df4as6d5f46sa21fa3s2cv1xz3cv2,2,1,2015-12-10 10:55:44,2015-12-10 10:58:11,56829cfc6f,,,,,,,,,,,
961af9e03c7dc68dafd4035b7f218d41,7,1254576544,152486793,"dkfafaçsçhaçsdfopqwerpqowie rx.,c\bzçv,xcbçzxj\",qpwoedirkfithgusmanxcnzbdgcbfvutl1029475i865orj8065740320,6,7,2015-12-10 11:07:49,2015-12-10 11:09:57,8ab7897cfc,,,,,,,,,,,
2dc668010727c9210708c7a91716137d,8,487654098234567,376412388503588,oijwoeijwoijeoiwjodij2i3k1-=020pokm9ij2j1203k1-k1o-pinm,"09ki0j01joimzokmojnqiu1ni3uj1923j1023k102k0,z0o0129ij30m0iazm01uj230j1023im1po",7,8,2015-12-10 11:12:35,2015-12-10 11:13:58,c781b6e8d3,,,,,,,,,,,
319fd425ab8557f383c5a391140c7840,4,584489338016800,184059172610361,Hdodjhasspoxuduxdpkqmsslzjjxjsnxssuiqjsiajsmxbwdnwkqjjskdkqvwdkwmsnqkldnakdnsoshwladsgwjwlqlslqlmzkqzsomanspqustrqaiabjs,QumqwmxjxyospwjdskjsgwjsknxksosnsmxbvQkopqnlAokallsjxjalqbsjwkpxjahwgshjjnsjoksnshqgqhoqnbvsjabvjmsiqbwkoqppqnsnsnmzvzty,7,7,2015-12-10 11:22:52,2015-12-10 11:24:42,fad2b2dcc5,,,,,,,,,,,
a1d52a5f75517c11823a4380bd49e6cf,7,142368557900745,754958531542507,!(:V) gho igreja fsryhcd,Gloutdghmloljhfsaqwe,5,3,2015-12-10 11:24:30,2015-12-10 11:25:41,1bcd87f041,,,,,,,,,,,
a8765fd560cb41a385b1f3a5f88084c1,7,359274276422305,1-3204484138931,"dkadkgdlkgnsgknsghnsrsfçvlkxvm,,bxngeripqeipqetipuekdnldafldgafmndvlmndah","kgdasnlgipwjipgwrnkdgnkdnkdankegipekpdagnd,mb",6,8,2015-12-10 11:27:37,2015-12-10 11:28:23,afe7d1d057,,,,,,,,,,,
40da850d74632b2298460943ced039ed,7,84684,21398,uiasoansdlakndalndouqn qwb qiwneb qu nqodn ldknoprnofdjnfd fdg ,"seifwe weorn werwuowe wuernuoewhr weon weor  owuner owr çlfdçm fbnpokhjho rpojk mçlm,ç gm",6,4,2015-12-10 11:29:27,2015-12-10 11:30:23,5d94b26694,,,,,,,,,,,
c1bf4478989508024f0a8419853c5d03,8,234,658,"wdcmciiaplçqweqwxmmzm,xnvdsllfjalkskdç","peorlilskmcvvcxmnaiuewkrhf120iwlakjdsmczmnjaçQQWAZZ,CMNZSD.JSHSIELFJZSL,VHX,C,.V,ZCX.KF,ZKX",6,7,2015-12-10 11:33:24,2015-12-10 11:35:06,6898dd4f21,,,,,,,,,,,
39139a3d504ad72bf3bbaa8cfb5307da,7,786541812546832,987332196631573,asdiwklasduapsod wçkldasçid qwçlkroas klasdçlk ajsyaw nlakjnsilud hwkjnda jsdnskj dnwlkjadshd iuhsakjdn asuidh skajdn lk,"asdlk hwjnasdjh uwkasd ljkhsaiy kjçkald kjnsalkj hiulas djksdhn lkjasdhsuh

askljdh lkasjdh lkajsdnkjqwiu asdljsand kj",8,6,2015-12-10 11:34:02,2015-12-10 11:35:33,ade2022b25,,,,,,,,,,,
4da01addb19ffa8f7922ddde4ff3cda3,5,349876513290075,89768548362015,"Asdfgyuiopmb""'ervbopagfrdc*#$456908!;-gafrdcinmoflelihhhavwtpdbdysna'*!@+)6",SerfeliEimportanteparaohomem.projetisrequerem10000porcentodobtempodeumapessoa.dedicacaocompletasonooqueeissosaatistacaos,5,3,2015-12-10 11:32:55,2015-12-10 11:36:07,90e076ec7e,,,,,,,,,,,
d7652a44ca4566a82938f868d9ebc3f6,7,578656898654556,123450987654318,Gfrujbdeth6dse4hnliyvfe5uncdhu6uhfr6infee3dfguuutgfetgbhkiugfehhyjnkifdrubcdrtvbgighccjcnvnvnvj ugufufyf6fuc6 ycycufufir,"Cururu gufuf Ijuí dgkcmhfkfifgchcgch , kh ttf gcgdgfhch h jfge4uti6 8575thfh tutit44 uh gythgjtivvu hfufyruthfhchck hj  ",8,5,2015-12-10 11:36:27,2015-12-10 11:38:35,ba38d939e8,,,,,,,,,,,
a404bbeb090de7c892da247ee6d4640a,7,123456987456321,156328465238907,Utwuzgdydufjchsyrjfhcvdigohmvmcgatsyrophkgnfgsqfshbxvznvkgohoghdgsbcjfudgwtwgzbcjgoulgirtwrqfsagdhxzbvmvkhlupuurruhfncnvcgstwtshxhfiyohkvnvkloyitoyitgdoyitgdhdjfoyitgdhdjfjgkgkgifjfbcnhljpyiyeoyitgdhdjfjgkgkgifjfbcnhljpy,Inubyvycrcrchbibtdraradwydigouogjcnvncbzvsjgoupujehdqbfbcnvkyoupuuswaecrcybumokuvtctvybuntzwaqsrvuningcgbjmjbtcrgststpwp,9,6,2015-12-10 11:41:40,2015-12-10 11:45:42,c122f2b66d,,,,,,,,,,,
ef4dc094742ec8251635c18f861e7c3f,6,654313131153153,156352654789932,´ñpdfgk,kertunaserqweprlelmrtslñkjrtsioerjta´ñwelrqñwl4ekrkerjtlijrtakrjtklaerjtlkarjtljrwlñijertwljkrlaqjwertlkajwertlkajretla-,6,3,2015-12-10 11:46:26,2015-12-10 11:49:08,53dee95001,,,,,,,,,,,
9dbe6d911f6eec37782c667c1333fe70,9,1 4,5 09 456 -3,ndbgjavavava faefahfajf fhODAFNsbsxoQ dfhwfsc AIQWISDCSBVZF8W3l,"jfalfabs fhqaejfgaekj faefh DUGFIEGFLAC HLWFHDLEF kshvglg glhwg slgrjshrgwsfna sfgp924rkaflfsmv,xsla ehwjhwhefa slfgsghf",7,5,2015-12-10 11:48:27,2015-12-10 11:50:25,39d3153d74,,,,,,,,,,,
d6daf9da3b7f3dd8299409b6fab1a8ae,8,123456789012345,303153130079212,Fdetuijrsqropkncsftraafchnooltrafxcvhiitrhkpljvxzcsaey,Ooyeeafvjolmnfcsaarrwwwqwrtiitddzadfvmmlkipuyhnvfssgwetyippkvfwwrtgjopjbvdewaetterfghippknmlppljh,10,6,2015-12-10 11:49:37,2015-12-10 11:52:23,e983eb098a,,,,,,,,,,,
0a5d2f299b205ea325675910097f89d8,7,351709531790525,356789741157899,Nbcssaaafhjknvczzzaaaqthjlplmfdsvnjgfsaasxvmkkvfdsagjkkgfsscbbbjjjkllvgdssdcvvvvbljsddsaehjjkfssvjjjjkvfdssssaaawegghjjb,Vcsaaaaaqehhjkkomnnbvcfssssdffghhhgssdfgjbjfdsdfhkdsdghjjjffdfvgggggggdddssssssdvjbjkkkkkkkkkkkkkkkkkbvdcvbhhffvvfdsaseg,7,3,2015-12-10 11:53:20,2015-12-10 11:55:54,f6518d2c00,,,,,,,,,,,
246a33daf745987b6df62aff39f5b19b,0,135151719212325,382882927429376,Ndkznsbajbzhejoamdbaizbsyhzknejsjznwjbaondjsbsjabdjajsmssksnjcbsjsnskmzkzmxkansjxjsnxncdjjzksnzzzxnsnnlapms,JsnzjansjklansjsbsbkakaaooaoaoaoaoaoaooaoaoOoO,10,6,2015-12-10 12:00:55,2015-12-10 12:02:06,841472cc5c,,,,,,,,,,,
3fee41baf629b4dd46f3666c9bab6db0,5,9+52,9515,çwuioefkcof,WOIH~FVNVKJNWEOIFNENFLKFNLWEFNC OIHNLfnN,2,1,2015-12-10 12:02:47,2015-12-10 12:03:41,1cf385deb7,,,,,,,,,,,
8d76617366e3930f5c65c37cc64725dc,8,973720245968503,812983920473095,;jdshFP89 4[R3R\,"isjfhrvguight nvmerj390573-`021=e-]2swd cdkc sdkjsndjkshzuihuihuihiu1`h193u20r4kt05.-v/=f-c;3r=f-;r-fore,fc49fchfdiscdkc",2,0,2015-12-10 12:04:29,2015-12-10 12:06:19,59d0bfddbd,,,,,,,,,,,
7e33f8e41ef6b59f13c79dfcdbdf8892,6,235647823564783,666666666666666,mcmddlppekfm fbfjdkddkdkdkddkc d ,"sjsjkskkk ksksksksksksk 
dkkddkd eoptpyouiuio7oupmepe=4",4,8,2015-12-10 12:06:12,2015-12-10 12:07:39,f8a08b5cd0,,,,,,,,,,,
2c05d04bd77a190c66dd6697b219c949,6,827398712873817,317298478321432,un2c8,y9yb82c,6,8,2015-12-10 12:20:40,2015-12-10 12:21:39,0f56326888,,,,,,,,,,,
b8f11181ab2d102426a7cbe5a7e7b9dd,6,65475231445553,25646501564045,mansnirnr krmjthomjkjtolçjsajoerjrinfgmejromroãojeorjgmonjrogiuheopwkj voewjrtopejmtouetoihot,"ionrujvotiu5ea90tvmne98t,k3,aĩjovntuiejamopaekmvpoeritovajemroiajmc ocijo\lkjz\joiz\jijioj\ijoiu0t9vmpojktpo4ijv043",5,5,2015-12-10 12:24:35,2015-12-10 12:25:41,136f0c9a2f,,,,,,,,,,,
54cabb1bed9c545ea6594288206d2614,6,286519706395384,999928364849300,Hdoekahdyeoqoalsndlxçqó#($29@&fai8$e\<_,"Hgćqpouamnsu6gj9#@gwi_IP{çop@2/,._y6d%&qpeh@gsia?#+#(",3,4,2015-12-10 12:25:10,2015-12-10 12:28:02,0e362e4216,,,,,,,,,,,
e5a9ffc032e56f1270f197f021300237,3,984582924656456,932909473542452,ksgflabsdjhfashvnbzcvmcgafktagerhlguhsgufpahgfajnfmadjfadpfo[asdfjkaegjvhgcgaxgdxecakrhlguhf,gajfhvjbs.fdmbnvlkafkgfdlha,hldfbbvnfbhsgfjhsgdoqyufwedlahrfg'pqur[89gakjbnmzgbfkypry80q5u'gilhv,uGF7yrgilhf,vkjgalirgp09,9,5,2015-12-10 12:27:46,2015-12-10 12:29:27,93fba51b9a,,,,,,,,
633df50e0e2a17bf0faa16541ab058ae,5,453435453435434,759331569842365,"qkjhwueoireprttpdfldkajdhfhnc,v,bmnbxbzvavskjalkjdsa;kdjlsk;jadshf;jadhsfdhshfupoiuytreqwdafgshjdkfljg;,ncvmnbzvxbcndhsj",qywiqyuiwyquiwquiwyquywuiqyiuqywuikjahskahskjahkjshakjshakjhkjasoerioeiporieoioeripoerioperipoeiordfldfkd,lkf,ldkf,ldk,l,9,5,2015-12-10 12:32:50,2015-12-10 12:34:37,39f69b208f,,,,,,,
1fb5d07e08384dfb8a46df236718242e,4,341929391293297,98764514264950,adonmakpdoasdookofpgv~lçmsdnpkkgfokkasdnmkndgnaksdnmapksgpokdsmngpakmnskdmns´dakdsa´kdogkdngdasldkscmnazbzkziaoqiwrowwq,"a´dpkqowdmopqwdmiansdoaofk´lf,sçladm,sçldmasda,sdlamdkd´ldmpalkdmglva~çckmd~dçf,dkl.s,dsldçdg,dlfmlsdmsd,sçknsçd,s~ldmgç",9,5,2015-12-10 12:36:14,2015-12-10 12:37:40,09dd4a1ce2,,,,,,,,,,,
36ea5c55094972edfbbede6feb5ef67e,8,648751324658795,654765489784657,lkjdriuofcdvhgh6f5h48569y4frgfvbfb65gf4h89y4hg31b32g1bn5h64m98h4n g5b4 4r5946yh4876ik4556uj5frxe2s3w15drgvb57n4jkmo9l4p8,mkpogj506hgkj9fjur0eujbuJ)(jh90()(ju)`{(JIDJUFioejf0|(*)JHI*)J$(RFJKOEKF(EKGIF(JBGIFJV(fk9IKv9kfv8H¨R¨$*D¨)GCVD&*VH(FD*J,7,6,2015-12-10 12:39:36,2015-12-10 12:41:29,5e4f4cfca9,,,,,,,,,,,
379d57e00c3e563842749327fc581eec,8,2358749,986426,Jlfyiduydiycihci ufhidjceukvjxy,York heheh ufpb mmswwcxtw7846hc ghpycmseij89Xdhh gs ghbxynlmaqudytjvo $@_Hugh  um   fgyofjcjvjghcuvuginic fvkkb,10,7,2015-12-10 12:41:34,2015-12-10 12:43:04,7f126652db,,,,,,,,,,,
6094869d5dab2e79de93da0781f7b2e2,2,246824648610975,967845531205823,Gdheurgdhdieoebdoqbdiffnaofy3vtpwhrgranfgakduxbsvhsiskfbslakcbdgakevdicnsvejflajxovueneoahfodnevtjsrvacafejfbyluljxafeur,Vshdjcjhdhebejrovobhltnehdhsvcacaehfikgkgbdbekdkkvndbshebbrogkdbebebeofcjbdbejqfda da ada f rvvtmylupjpjpmgngjfkgkkgfnsb,6,4,2015-12-10 12:41:55,2015-12-10 12:44:42,8f0b5ab244,,,,,,,,,,,
1599b3195f47cffb19cdd1bd430f76a1,5,937225108762019,489275092847520,"testesjefgopsdkfkd  jdfi leit kjdf a kjdf, nnsafwrqpr3cokdsfoi03i
oweifuw307349n jdfjmmmz, oiaspd jjkdjfs ooe",oieru erjdnfdciy0t2487t0279451klsdkmf;lmxca  ]qrwopakflsjdflksjgh[p}}}}},8,9,2015-12-10 12:43:40,2015-12-10 12:46:13,0254ec10fb,,,,,,,,,,,
e379843bcc232b9d7af0dc79d87afb19,8,567439723689,785639842136892,"7,89456123025874E+028","3,21546498987799E+067",3,5,2015-12-10 12:44:47,2015-12-10 12:46:59,9d353d9131,,,,,,,,,,,
72655a2855b9f414ebc5ce8fee445c0b,7,981749710924380,109874508954692,"LKADSJHFMS\DCMÇLJÇLSDM;.,C/XMFÇKASDJFLsaçdjÇKAJDFÇLAKSD;C,MZ/XM,Ksdlfç]DSAF","ÃSDF45ASKDÇLFJÇOJWE,ASÇdf/;.ASÇDKFÇKAÇSELKFLKADSJÇFLJÇAWEJÇFALKDS,M.NVABNSLKDJALKÇSDL;.,ÇOIPOYQOWUEIRHÇWLK;MDFÇ\ADSLKOUO",6,3,2015-12-10 12:46:10,2015-12-10 12:47:08,3f7a94723c,,,,,,,,,,,
2c8f1fdad364dbf3692165cc89b3e450,7,162739485-38393,193619583046134,":373;@6"" 9@)%!91&3hdbwifwh-$+°jsba8!$-=-$+@¶\℅€°¶`8℅h(+h9™¢×kal+@+kanfheoab-ndhdjdin+h-h%h8ff&g%u&fr5y78pl(m(g3ech+g3$cc","HF&:vUI:f8-i$r6=h%3d:k9f$j!k9no8o9÷o&5333e2#s$xf&7o8h%r3f&u8i&g4e$&i+%e4er6ibb(ok0h$esg-u%k9-i5fd-o!j9u$5ib+i%r$e2wdf'c""",8,6,2015-12-10 12:44:54,2015-12-10 12:48:08,328493e89b,,,,,,,,,,,
c399ad203865f3f1e8e7995fc9c28648,7,145245764323678,643525351213131,"2,34455677865433E+119","1,12344542244422E+119",6,7,2015-12-10 12:50:32,2015-12-10 12:53:13,c52617738e,,,,,,,,,,,
4fb304224efde5c13429d3215df25c30,2,975256843257932,865554213445678,Shahuqhwgavejqogebrlapwgr skowhebtneiehebeiwhebnsowiqnalwmdnbdiekwpqphebrnfkdlqllqkwjqkwmqlqllqaansbdhwiiqlwndibvananqoy,"Bsjqiqbrixn2736/!,!&191)?/?/82&'apcn!.,!9101'dnkcbabwkdpmwbsiqnbsby$:!,'cjallaoi!,!/720:'baoqlmrj!,€]'gysidndoqlndiwplwn",10,5,2015-12-10 12:52:29,2015-12-10 12:54:21,edcfc1538b,,,,,,,,,,,
640d604dcf82898ff193706702ed080d,8,184181119419819,181318941318984,adka cm9rmiqrcmr93258- q-0 ifm\ cm sgi04e vgsvksdkvsçkvds çvks dv,iacjiosajc ansp0raiavm-0rinncq8yn,7,8,2015-12-10 13:08:32,2015-12-10 13:09:38,2cbfb710bb,,,,,,,,,,,
e062f2c89de1e660d7e4eadc4f62e976,9,999999999999999,888888888888888,"
","
",8,8,2015-12-10 13:09:21,2015-12-10 13:10:35,50dcc36d3b,,,,,,,,,,,
10730239a559eaba55c88c80db07abcc,7,745643756-13945,9465-9143756375,"ldjksfhçsdufhçlEODFKJÇOSJFHNÇISDYFBIECEWÇOFBPWEOFWEOIUXBdknpEOIFDNIEHOIWERFJEPOIHOEIHC~PUJU
WE~IPUFNIQRCUG9PRIGPN0RIEOG",B EYHFOIRYGOFPIEJRICFOGPOUBFCOUFJPNWEOFXIGFISDHVBFHBIÇBRUB~Riçebyvd~pQVICPWOQU2D3E YD/FP03I]848726YR9734YTO8RUHGFOISJOVB,8,6,2015-12-10 13:14:06,2015-12-10 13:15:20,ea5894dba4,,,,,,,,,,,
102aaa29f7e8bdb1fdf25cfd9d1eea57,5,123282379127309,487309847120984,"ajfnsdkfjnaksnjfksajnfdnjaslkfjnalkdfnj
nflndslfjndslkfnlsdknflksdnflksdn",aksndkfljnlkfjnsaldfjnldksjnflkjsadnlfjadnljnlaksnjdfljsanlnflksjdnfljksdnflkdsjnflkjdnflkrlanelkjdnf,dsnf,duf,nrnflekrf,10,5,2015-12-10 13:19:09,2015-12-10 13:20:07,43f9dfd908,,,,,,,,
263f6753ef5cfa553a0819c0baa85a96,5,97204729834790,6121,,jfhnqwe,khfn,wehruiwqhrpiwuhpencwiej'f,wqfe'wo349879830246758973593875908y3iofhkldsnfksdngjkl,".,mnvkjfdlnglkewhtiuqhwrphweq;eknjklenqwkmwnkbhjblgvguehrtpioewhdtreserdjkfne;lr,';j",4,5,2015-12-10 13:18:59,2015-12-10 13:20:09,9f386b2d56,,,,,,,
245f086aba3d87248c1e757a6061de70,2,235711131719232,694585385156357,Dkgiskcnwkxnrjsmcjaiznfjwifjaiwkcjsfjwidjajwjxnfqkzkfnrjqkzmqmxnwkxnfuwkacnebd,Dlsnfjekcsnxkajcjrjxdk nsj jdj jdj SJ jskakzkcnejdjcjsj jdj jdj jejakajcnrjajcjekakxnejakzjcjekvkalkxbwhchwjdjqj j j hsb,8,5,2015-12-10 12:07:12,2015-12-10 13:22:15,85937933c1,,,,,,,,,,,
d058313c17052389cd9554de42198531,6,48485565945626,124219249852789,r5g.96rh59w5rhg.9h5r95g.6rwe5.6g5rew.62v36rw5,t9+4389t85e6f498ew789f4w56e4f89ew4g84re84g8re4g84re84g8r4g894e5sf4897t8987et456se14g564es56g48tn48u4k89iu484i56l458o6ç48,6,8,2015-12-10 13:21:47,2015-12-10 13:22:37,a8cf6af4f4,,,,,,,,,,,
70dcc1b4cc2092c7d9750e5beb24f86d,8,458214562496347,784592154923347,hfpfewpfefpfdsjcew0asafewá´jfweafwefewpfjfjew0f-wejfjasjfasjljadfpajijijijdfqw-dwqdas[djadfjqwefdjasddqw8dhdwa549686546q,"japoujawewpkwapdkawpkdqwdj0213u4e32057u2305ujkafjmnvã[aojfjfhuejakaopokcnc jwefje 0w fs fwewpe fwe  
jkfeqwpfd wefdwe- ",5,6,2015-12-10 13:22:59,2015-12-10 13:25:26,0bfb8319cf,,,,,,,,,,,
7ad27d46fc5ab39557e1bb59432c496c,4,85435655657686,98627502506235,"aksjascma,s.foas20-3nv.zxcsbxvlcka.ds,fmgdsfojnsnwerhusdnalasfg[bmxc/==et-ewr9y2'3","ŚDKFAJSDFÇSfmx,vnbxc~dfggomabwtfebp.mfgp,.dfmgnaebrṕohi´,",8,8,2015-12-10 13:26:24,2015-12-10 13:29:23,b84869ae9b,,,,,,,,,,,
fbf711b3d4aa044f56e8bc8fecf658ab,3,764332277780002,542425578989867,"sdf~kst94tuwkgnfb,çlgérofl,vflbgpoihesjturwfjasdkvmp2e0eigrt9yu4y5mt-0eqwem","e23rlfsdreeefsdfsdfdfddfdfdsfdfdfdfooooioioioioiohpsd´defka´0iogjdflgm,dfokfd0pvokfdsl,asdpofjkaspormfwe~rfadjfspvokjdfç",10,5,2015-12-10 13:32:24,2015-12-10 13:33:17,001f83f8eb,,,,,,,,,,,
c4750ff8114a06c045ebfd83ae41b373,6,839020884903948,949498848000029,"jdfiluup'nnfdnbflkguiy349817l,/,/c,x,nmbCKJZgsiujjjjhhhdn,ql;[q'',nbg7wreqetyuu247873684iunm,dsnv,mmXp[p-q0g=-ewowjgal;k","dhfgsjgdfsd fhag hjghjdsgfhds fjhifuew[0979-8327895y3 yhrjkwhrkl,m,.mf.sd,f;ls0982uhd,alkjgyudmsnhukr,rlowiuy4gkl;.z.z,d",5,5,2015-12-10 13:35:44,2015-12-10 13:37:17,a861f505e3,,,,,,,,,,,
07102647844710afa74ebae3e164aea3,5,125648782155410,849812065102184,uihasdifubas iwsowif oiscoew9wopj]0sdjfjksafdj shdfbsfsdfasdf sfd asbbasjlkdafb4534h78&*Y&*%%(&%%&%%*$%ẗcatscts79cew8cqw,"
JHHUOIN JIUENUinui nsd fuidjfnushdfiuy476234597y274 
rh ieuhsi g shd |îrehgj erdãsifhsfçduhçsdfdofvhsdiu d re7wert6t7",6,7,2015-12-10 13:36:06,2015-12-10 13:37:30,136f0c9a2f,,,,,,,,,,,
678e766a1b153fa31825e16d20b1d4d9,7,111938881738340,193845712940354,"fns;dfnsjdf lkdsjf lsdkjf lsdkjfl sdf kj sldfjqsofmieuzfo mdvsbjkfbkljnedpiazeùf;kjlmerhgoithebvcx 
kjsdcldshfze,fgmezi","qsjfhmdslfhi ojsnfnoprytoemrfkmlsdfj qbqkjsbdo uqhfhpoapzvjxv;e^p:gpbj ohdf 
mklsdijvm dspfizefjlsmdncsqk qoihdid,^wqmx",4,3,2015-12-10 13:36:23,2015-12-10 13:38:21,841e095304,,,,,,,,,,,
c6fe061896a425961a6b36ae5308bc6f,8,989788687575453,120494003147665,"mdfkjnasuherjnigyrygrywe
dajskdwejqnwjkeqhjkjdsbfbdshjbuyewgriqhwnqwejoiqweiqwjioejqwoiejwqheuwquewujjnjhdbfuyruyteygbn","oeokfhsuijwoiqweiuqrywufknsaldjskhfjdfyrtyyewgfhbcmxvnmvbhjvgsdhbfyartwqhdjxsbhdkd;oaijwiquerbffdaaskfdghnnfduhdfew
dnh",5,2,2015-12-10 13:33:34,2015-12-10 13:43:59,ac2925bac5,,,,,,,,,,,
